zone,Investment,FixedOM,Fuel,VariableOM,Startup,NonServedDemand,Total
cement_Region2Tianjin_cement_Region21Hainan,0.0,0.0,0.0,1000.3507890350149,0.0,0.0,1000.3507890350149
cement_Region2Tianjin_cement_Region22Chongqing,0.0,0.0,0.0,997.1532109778948,0.0,0.0,997.1532109778948
cement_Region2Tianjin_cement_Region23Sichuan,0.0,0.0,0.0,999.4366073590446,0.0,0.0,999.4366073590446
cement_Region2Tianjin_cement_Region24Guizhou,0.0,0.0,0.0,994.1343428058132,0.0,0.0,994.1343428058132
cement_Region2Tianjin_cement_Region25Yunnan,0.0,0.0,0.0,968.9286483359626,0.0,0.0,968.9286483359626
cement_Region2Tianjin_cement_Region27Shaanxi,0.0,0.0,0.0,995.6612547823597,0.0,0.0,995.6612547823597
cement_Region2Tianjin_cement_Region28Gansu,0.0,0.0,0.0,995.3906248045367,0.0,0.0,995.3906248045367
cement_Region2Tianjin_cement_Region29Qinghai,0.0,0.0,0.0,998.8324328176926,0.0,0.0,998.8324328176926
cement_Region2Tianjin_cement_Region30Ningxia,0.0,0.0,0.0,994.0837644941739,0.0,0.0,994.0837644941739
cement_Region2Tianjin_cement_Region31Xinjiang,0.0,0.0,0.0,990.3345920323344,0.0,0.0,990.3345920323344
cement_Region3Hebei_cement_Region1Beijing,0.0,0.0,0.0,1278.907765374424,0.0,0.0,1278.907765374424
cement_Region3Hebei_cement_Region2Tianjin,0.0,0.0,0.0,1154.1978651687516,0.0,0.0,1154.1978651687516
cement_Region3Hebei_cement_Region4Shanxi,0.0,0.0,0.0,1023.0019387333452,0.0,0.0,1023.0019387333452
cement_Region3Hebei_cement_Region5Innermongolia,0.0,0.0,0.0,1062.1624466751496,0.0,0.0,1062.1624466751496
cement_Region3Hebei_cement_Region6Liaoning,0.0,0.0,0.0,1045.4386220482781,0.0,0.0,1045.4386220482781
cement_Region3Hebei_cement_Region7Jilin,0.0,0.0,0.0,1014.8531796769488,0.0,0.0,1014.8531796769488
cement_Region3Hebei_cement_Region8Heilongjiang,0.0,0.0,0.0,1026.2525983418034,0.0,0.0,1026.2525983418034
cement_Region3Hebei_cement_Region9Shanghai,0.0,0.0,0.0,1045.1319856650894,0.0,0.0,1045.1319856650894
cement_Region3Hebei_cement_Region10Jiangsu,0.0,0.0,0.0,1040.1057464051562,0.0,0.0,1040.1057464051562
cement_Region3Hebei_cement_Region11Zhejiang,0.0,0.0,0.0,1043.9735289254693,0.0,0.0,1043.9735289254693
cement_Region3Hebei_cement_Region12Anhui,0.0,0.0,0.0,1021.1191813373497,0.0,0.0,1021.1191813373497
cement_Region3Hebei_cement_Region13Fujian,0.0,0.0,0.0,1028.4254352717203,0.0,0.0,1028.4254352717203
cement_Region3Hebei_cement_Region14Jiangxi,0.0,0.0,0.0,1009.1247712747262,0.0,0.0,1009.1247712747262
cement_Region3Hebei_cement_Region15Shandong,0.0,0.0,0.0,1036.096315740157,0.0,0.0,1036.096315740157
cement_Region3Hebei_cement_Region16Henan,0.0,0.0,0.0,1029.807310544383,0.0,0.0,1029.807310544383
cement_Region3Hebei_cement_Region17Hubei,0.0,0.0,0.0,1025.2766207114498,0.0,0.0,1025.2766207114498
cement_Region3Hebei_cement_Region18Hunan,0.0,0.0,0.0,1021.8818362257308,0.0,0.0,1021.8818362257308
cement_Region3Hebei_cement_Region19Guangdong,0.0,0.0,0.0,1342.1359343515694,0.0,0.0,1342.1359343515694
cement_Region3Hebei_cement_Region20Guangxi,0.0,0.0,0.0,1016.579199453505,0.0,0.0,1016.579199453505
cement_Region3Hebei_cement_Region21Hainan,0.0,0.0,0.0,1012.6716907096954,0.0,0.0,1012.6716907096954
cement_Region3Hebei_cement_Region22Chongqing,0.0,0.0,0.0,1019.745841211598,0.0,0.0,1019.745841211598
cement_Region3Hebei_cement_Region23Sichuan,0.0,0.0,0.0,1020.1442164562336,0.0,0.0,1020.1442164562336
cement_Region3Hebei_cement_Region24Guizhou,0.0,0.0,0.0,1010.0493323067976,0.0,0.0,1010.0493323067976
cement_Region3Hebei_cement_Region25Yunnan,0.0,0.0,0.0,977.3873091090302,0.0,0.0,977.3873091090302
cement_Region3Hebei_cement_Region27Shaanxi,0.0,0.0,0.0,1033.1522002337792,0.0,0.0,1033.1522002337792
cement_Region3Hebei_cement_Region28Gansu,0.0,0.0,0.0,1021.0301325482794,0.0,0.0,1021.0301325482794
cement_Region3Hebei_cement_Region29Qinghai,0.0,0.0,0.0,1023.2000189773951,0.0,0.0,1023.2000189773951
cement_Region3Hebei_cement_Region30Ningxia,0.0,0.0,0.0,1028.6601027959944,0.0,0.0,1028.6601027959944
cement_Region3Hebei_cement_Region31Xinjiang,0.0,0.0,0.0,999.6619149057628,0.0,0.0,999.6619149057628
cement_Region4Shanxi_cement_Region1Beijing,0.0,0.0,0.0,1198.034632099812,0.0,0.0,1198.034632099812
cement_Region4Shanxi_cement_Region2Tianjin,0.0,0.0,0.0,1114.6585255874113,0.0,0.0,1114.6585255874113
cement_Region4Shanxi_cement_Region3Hebei,0.0,0.0,0.0,1042.6418245262566,0.0,0.0,1042.6418245262566
cement_Region4Shanxi_cement_Region5Innermongolia,0.0,0.0,0.0,1069.3865128407012,0.0,0.0,1069.3865128407012
cement_Region4Shanxi_cement_Region6Liaoning,0.0,0.0,0.0,1040.7287565771073,0.0,0.0,1040.7287565771073
cement_Region4Shanxi_cement_Region7Jilin,0.0,0.0,0.0,1014.0140412990577,0.0,0.0,1014.0140412990577
cement_Region4Shanxi_cement_Region8Heilongjiang,0.0,0.0,0.0,1024.7728025328943,0.0,0.0,1024.7728025328943
cement_Region4Shanxi_cement_Region9Shanghai,0.0,0.0,0.0,1041.8872171887854,0.0,0.0,1041.8872171887854
cement_Region4Shanxi_cement_Region10Jiangsu,0.0,0.0,0.0,1039.0154414853084,0.0,0.0,1039.0154414853084
cement_Region4Shanxi_cement_Region11Zhejiang,0.0,0.0,0.0,1042.5008398519194,0.0,0.0,1042.5008398519194
cement_Region4Shanxi_cement_Region12Anhui,0.0,0.0,0.0,1021.9377913497237,0.0,0.0,1021.9377913497237
cement_Region4Shanxi_cement_Region13Fujian,0.0,0.0,0.0,1029.14379378774,0.0,0.0,1029.14379378774
cement_Region4Shanxi_cement_Region14Jiangxi,0.0,0.0,0.0,1010.7664796839358,0.0,0.0,1010.7664796839358
cement_Region4Shanxi_cement_Region15Shandong,0.0,0.0,0.0,1043.9112499089351,0.0,0.0,1043.9112499089351
cement_Region4Shanxi_cement_Region16Henan,0.0,0.0,0.0,1032.488386017491,0.0,0.0,1032.488386017491
cement_Region4Shanxi_cement_Region17Hubei,0.0,0.0,0.0,1027.29720150003,0.0,0.0,1027.29720150003
cement_Region4Shanxi_cement_Region18Hunan,0.0,0.0,0.0,1024.2876912936144,0.0,0.0,1024.2876912936144
cement_Region4Shanxi_cement_Region19Guangdong,0.0,0.0,0.0,1353.3988225442858,0.0,0.0,1353.3988225442858
cement_Region4Shanxi_cement_Region20Guangxi,0.0,0.0,0.0,1018.4341114900142,0.0,0.0,1018.4341114900142
cement_Region4Shanxi_cement_Region21Hainan,0.0,0.0,0.0,1014.0204452112282,0.0,0.0,1014.0204452112282
cement_Region4Shanxi_cement_Region22Chongqing,0.0,0.0,0.0,1024.2103065100214,0.0,0.0,1024.2103065100214
cement_Region4Shanxi_cement_Region23Sichuan,0.0,0.0,0.0,1023.7907334358306,0.0,0.0,1023.7907334358306
cement_Region4Shanxi_cement_Region24Guizhou,0.0,0.0,0.0,1012.0799893082045,0.0,0.0,1012.0799893082045
cement_Region4Shanxi_cement_Region25Yunnan,0.0,0.0,0.0,976.7453911880763,0.0,0.0,976.7453911880763
cement_Region4Shanxi_cement_Region27Shaanxi,0.0,0.0,0.0,1040.2154233768476,0.0,0.0,1040.2154233768476
cement_Region4Shanxi_cement_Region28Gansu,0.0,0.0,0.0,1027.1396000103728,0.0,0.0,1027.1396000103728
cement_Region4Shanxi_cement_Region29Qinghai,0.0,0.0,0.0,1030.0186776146563,0.0,0.0,1030.0186776146563
cement_Region4Shanxi_cement_Region30Ningxia,0.0,0.0,0.0,1035.9072309437006,0.0,0.0,1035.9072309437006
cement_Region4Shanxi_cement_Region31Xinjiang,0.0,0.0,0.0,1000.4701853322176,0.0,0.0,1000.4701853322176
cement_Region5Innermongolia_cement_Region1Beijing,0.0,0.0,0.0,1176.2639849486711,0.0,0.0,1176.2639849486711
cement_Region5Innermongolia_cement_Region2Tianjin,0.0,0.0,0.0,1086.2238852364023,0.0,0.0,1086.2238852364023
cement_Region5Innermongolia_cement_Region3Hebei,0.0,0.0,0.0,1030.434892588885,0.0,0.0,1030.434892588885
cement_Region5Innermongolia_cement_Region4Shanxi,0.0,0.0,0.0,1022.2194384671174,0.0,0.0,1022.2194384671174
cement_Region5Innermongolia_cement_Region6Liaoning,0.0,0.0,0.0,1035.1678933900876,0.0,0.0,1035.1678933900876
cement_Region5Innermongolia_cement_Region7Jilin,0.0,0.0,0.0,1009.7089099327366,0.0,0.0,1009.7089099327366
cement_Region5Innermongolia_cement_Region8Heilongjiang,0.0,0.0,0.0,1022.4352111300424,0.0,0.0,1022.4352111300424
cement_Region5Innermongolia_cement_Region9Shanghai,0.0,0.0,0.0,1027.3318193308307,0.0,0.0,1027.3318193308307
cement_Region5Innermongolia_cement_Region10Jiangsu,0.0,0.0,0.0,1023.2939434453748,0.0,0.0,1023.2939434453748
cement_Region5Innermongolia_cement_Region11Zhejiang,0.0,0.0,0.0,1028.4799875500867,0.0,0.0,1028.4799875500867
cement_Region5Innermongolia_cement_Region12Anhui,0.0,0.0,0.0,1010.2607763281924,0.0,0.0,1010.2607763281924
cement_Region5Innermongolia_cement_Region13Fujian,0.0,0.0,0.0,1020.2684363777109,0.0,0.0,1020.2684363777109
cement_Region5Innermongolia_cement_Region14Jiangxi,0.0,0.0,0.0,1004.1156869262393,0.0,0.0,1004.1156869262393
cement_Region5Innermongolia_cement_Region15Shandong,0.0,0.0,0.0,1024.5051455342168,0.0,0.0,1024.5051455342168
